datetime,symbol,open,high,low,close
2022-02-13 01:00:00,CRYPTO:XLMUSD,0.21884003,0.22192029,0.21070845,0.21072545
2022-02-14 01:00:00,CRYPTO:XLMUSD,0.21045506,0.21386971,0.20549581,0.21087756
2022-02-15 01:00:00,CRYPTO:XLMUSD,0.21082382,0.22201539,0.2094996,0.22100307
2022-02-16 01:00:00,CRYPTO:XLMUSD,0.22101669,0.22167224,0.21378045,0.21880594
2022-02-17 01:00:00,CRYPTO:XLMUSD,0.21881114,0.22637906,0.20094837,0.20253029
2022-02-18 01:00:00,CRYPTO:XLMUSD,0.20256763,0.20879866,0.19543414,0.2007278
2022-02-19 01:00:00,CRYPTO:XLMUSD,0.20082503,0.21124272,0.19655664,0.20419322
2022-02-20 01:00:00,CRYPTO:XLMUSD,0.20438544,0.20598692,0.19325253,0.19444924
2022-02-21 01:00:00,CRYPTO:XLMUSD,0.19463027,0.200955,0.17625519,0.17808517
2022-02-22 01:00:00,CRYPTO:XLMUSD,0.17830039,0.18693103,0.17302829,0.18577437
2022-02-23 01:00:00,CRYPTO:XLMUSD,0.18584394,0.19385787,0.18158066,0.18166866
2022-02-24 01:00:00,CRYPTO:XLMUSD,0.18169866,0.18611652,0.16192367,0.18244495
2022-02-25 01:00:00,CRYPTO:XLMUSD,0.18258958,0.19069734,0.17808304,0.18984755
2022-02-26 01:00:00,CRYPTO:XLMUSD,0.18967807,0.19815958,0.18881846,0.19130207
2022-02-27 01:00:00,CRYPTO:XLMUSD,0.19106939,0.19235579,0.17825242,0.18068983
2022-02-28 01:00:00,CRYPTO:XLMUSD,0.18058876,0.19788226,0.17695327,0.19724773
2022-03-01 01:00:00,CRYPTO:XLMUSD,0.19727605,0.20246216,0.19231145,0.19857261
2022-03-02 01:00:00,CRYPTO:XLMUSD,0.19854267,0.19919091,0.19086805,0.19318553
2022-03-03 01:00:00,CRYPTO:XLMUSD,0.19300527,0.1948375,0.18440716,0.18753963
2022-03-04 01:00:00,CRYPTO:XLMUSD,0.18753074,0.18829411,0.17430367,0.17551422
2022-03-05 01:00:00,CRYPTO:XLMUSD,0.17572593,0.17894933,0.17229902,0.17880079
2022-03-06 01:00:00,CRYPTO:XLMUSD,0.17882757,0.17981554,0.17185001,0.17251613
2022-03-07 01:00:00,CRYPTO:XLMUSD,0.17259148,0.1783226,0.16629909,0.16946235
2022-03-08 01:00:00,CRYPTO:XLMUSD,0.16935129,0.17392361,0.16768701,0.17275547
2022-03-09 01:00:00,CRYPTO:XLMUSD,0.17283844,0.18991473,0.17190274,0.18846518
2022-03-10 01:00:00,CRYPTO:XLMUSD,0.18846868,0.19136483,0.17267638,0.17840294
2022-03-11 01:00:00,CRYPTO:XLMUSD,0.1784212,0.18467082,0.17249915,0.18333164
2022-03-12 01:00:00,CRYPTO:XLMUSD,0.18325548,0.1883403,0.18231803,0.18449996
2022-03-13 01:00:00,CRYPTO:XLMUSD,0.18444524,0.18747231,0.17541286,0.17609128
2022-03-14 01:00:00,CRYPTO:XLMUSD,0.17609146,0.1807085,0.17315082,0.17973332
2022-03-15 01:00:00,CRYPTO:XLMUSD,0.17969395,0.18353383,0.17548353,0.18237897
2022-03-16 01:00:00,CRYPTO:XLMUSD,0.18244312,0.18939599,0.18033229,0.18897968
