datetime,symbol,open,high,low,close
2022-02-06 01:00:00,CRYPTO:AAVEUSD,166.276878,174.164104,165.611964,173.584283
2022-02-07 01:00:00,CRYPTO:AAVEUSD,173.803654,184.231928,170.05605,182.095262
2022-02-08 01:00:00,CRYPTO:AAVEUSD,182.165051,192.804991,174.283214,184.123699
2022-02-09 01:00:00,CRYPTO:AAVEUSD,184.21763,190.727261,176.509775,188.014978
2022-02-10 01:00:00,CRYPTO:AAVEUSD,188.059079,188.964978,175.059896,175.820481
2022-02-11 01:00:00,CRYPTO:AAVEUSD,175.641577,181.2876,161.061535,163.826613
2022-02-12 01:00:00,CRYPTO:AAVEUSD,163.745316,168.905784,160.502923,162.932145
2022-02-13 01:00:00,CRYPTO:AAVEUSD,162.85553,165.255669,156.011327,158.362871
2022-02-14 01:00:00,CRYPTO:AAVEUSD,158.466021,161.343232,152.885617,161.013752
2022-02-15 01:00:00,CRYPTO:AAVEUSD,161.075572,172.828491,160.675092,172.447255
2022-02-16 01:00:00,CRYPTO:AAVEUSD,172.454672,174.531912,163.098006,170.515187
2022-02-17 01:00:00,CRYPTO:AAVEUSD,170.52853,173.980482,150.637031,152.965401
2022-02-18 01:00:00,CRYPTO:AAVEUSD,153.027309,155.445164,144.1851,145.778859
2022-02-19 01:00:00,CRYPTO:AAVEUSD,145.579635,148.916815,141.09073,146.174078
2022-02-20 01:00:00,CRYPTO:AAVEUSD,146.166578,146.282388,135.374961,137.442656
2022-02-21 01:00:00,CRYPTO:AAVEUSD,137.548103,144.689396,127.921031,128.694263
2022-02-22 01:00:00,CRYPTO:AAVEUSD,128.791554,136.904068,125.846465,134.788224
2022-02-23 01:00:00,CRYPTO:AAVEUSD,134.857027,143.115951,130.206068,130.653537
2022-02-24 01:00:00,CRYPTO:AAVEUSD,130.541029,131.696448,112.567129,125.483586
2022-02-25 01:00:00,CRYPTO:AAVEUSD,125.512113,143.222642,121.88084,139.65468
2022-02-26 01:00:00,CRYPTO:AAVEUSD,139.671206,144.502887,135.029238,136.621246
2022-02-27 01:00:00,CRYPTO:AAVEUSD,136.525786,151.207453,129.639747,131.584245
2022-02-28 01:00:00,CRYPTO:AAVEUSD,131.508289,147.00484,128.120612,145.938967
2022-03-01 01:00:00,CRYPTO:AAVEUSD,145.908409,150.896684,139.762421,143.253303
2022-03-02 01:00:00,CRYPTO:AAVEUSD,143.469924,146.335125,136.436001,137.706205
2022-03-03 01:00:00,CRYPTO:AAVEUSD,137.60625,137.803571,126.551619,129.879533
2022-03-04 01:00:00,CRYPTO:AAVEUSD,129.830339,131.85163,122.051111,124.04746
2022-03-05 01:00:00,CRYPTO:AAVEUSD,124.070962,126.483755,122.18742,124.432959
2022-03-06 01:00:00,CRYPTO:AAVEUSD,124.448651,125.686453,116.355922,116.662268
2022-03-07 01:00:00,CRYPTO:AAVEUSD,116.831157,124.02159,113.390814,116.687567
2022-03-08 01:00:00,CRYPTO:AAVEUSD,116.850755,125.421949,115.829672,121.844418
