datetime,symbol,open,high,low,close
2024-02-13 01:00:00,CRYPTO:BTCUSD,49934.94,50371.95,48345.52,49715.7
2024-02-14 01:00:00,CRYPTO:BTCUSD,49715.46,52040.63,49263.11,51814.67
2024-02-15 01:00:00,CRYPTO:BTCUSD,51813.82,52858.48,51362.03,51927.93
2024-02-16 01:00:00,CRYPTO:BTCUSD,51927.93,52609.21,51639.25,52177.35
2024-02-17 01:00:00,CRYPTO:BTCUSD,52177.35,52199.23,50662.6,51678.05
2024-02-18 01:00:00,CRYPTO:BTCUSD,51678.05,52391.5,51191.59,52147.67
2024-02-19 01:00:00,CRYPTO:BTCUSD,52148.37,52499.04,51702.43,51788.1
2024-02-20 01:00:00,CRYPTO:BTCUSD,51787.56,52985.33,50782.44,52270.68
2024-02-21 01:00:00,CRYPTO:BTCUSD,52271.09,52377.0,50664.94,51858.74
2024-02-22 01:00:00,CRYPTO:BTCUSD,51858.74,52050.48,50948.4,51293.8
2024-02-23 01:00:00,CRYPTO:BTCUSD,51293.82,51510.13,50504.22,50710.95
2024-02-24 01:00:00,CRYPTO:BTCUSD,50711.09,51686.61,50578.76,51560.77
2024-02-25 01:00:00,CRYPTO:BTCUSD,51560.77,51958.8,51285.45,51726.87
2024-02-26 01:00:00,CRYPTO:BTCUSD,51726.32,54904.32,50909.73,54475.62
2024-02-27 01:00:00,CRYPTO:BTCUSD,54475.62,57598.88,54474.94,57078.36
2024-02-28 01:00:00,CRYPTO:BTCUSD,57078.36,63999.4,56720.37,62461.81
2024-02-29 01:00:00,CRYPTO:BTCUSD,62461.81,63721.31,60464.39,61206.43
2024-03-01 01:00:00,CRYPTO:BTCUSD,61206.27,63144.73,60815.17,62419.9
2024-03-02 01:00:00,CRYPTO:BTCUSD,62419.53,62477.8,61625.44,62037.09
2024-03-03 01:00:00,CRYPTO:BTCUSD,62037.09,63265.2,61382.65,63153.53
2024-03-04 01:00:00,CRYPTO:BTCUSD,63153.35,68529.47,62435.3,68272.89
2024-03-05 01:00:00,CRYPTO:BTCUSD,68273.59,69098.16,59458.63,63805.59
2024-03-06 01:00:00,CRYPTO:BTCUSD,63806.8,67716.7,62869.13,66155.08
