datetime,symbol,open,high,low,close
2021-02-06 01:00:00,CRYPTO:ETHUSD,1722.07,1745.1875,1647.6375,1679.3775
2021-02-07 01:00:00,CRYPTO:ETHUSD,1679.7425,1694.77,1491.53,1615.3725
2021-02-08 01:00:00,CRYPTO:ETHUSD,1615.3675,1778.8825,1566.235,1753.0925
2021-02-09 01:00:00,CRYPTO:ETHUSD,1753.535,1824.6875,1709.1425,1771.9725
2021-02-10 01:00:00,CRYPTO:ETHUSD,1772.7325,1839.175,1679.9175,1743.1075
2021-02-11 01:00:00,CRYPTO:ETHUSD,1743.5075,1818.97,1705.4875,1787.4525
2021-02-12 01:00:00,CRYPTO:ETHUSD,1787.345,1868.2425,1741.1575,1845.6425
2021-02-13 01:00:00,CRYPTO:ETHUSD,1845.0475,1875.6525,1765.2725,1818.035
2021-02-14 01:00:00,CRYPTO:ETHUSD,1819.1525,1852.4575,1786.25,1803.2825
2021-02-15 01:00:00,CRYPTO:ETHUSD,1803.645,1836.6975,1662.31,1779.465
2021-02-16 01:00:00,CRYPTO:ETHUSD,1779.9125,1825.5975,1724.6675,1781.98
2021-02-17 01:00:00,CRYPTO:ETHUSD,1782.7275,1857.4875,1733.7075,1851.375
2021-02-18 01:00:00,CRYPTO:ETHUSD,1851.64,1950.23,1851.5325,1940.01
2021-02-19 01:00:00,CRYPTO:ETHUSD,1941.08,1975.0825,1890.745,1958.0
2021-02-20 01:00:00,CRYPTO:ETHUSD,1958.6175,2040.07,1810.59,1915.74
2021-02-21 01:00:00,CRYPTO:ETHUSD,1913.9025,1975.9125,1885.5275,1935.5425
2021-02-22 01:00:00,CRYPTO:ETHUSD,1935.8175,1938.245,1354.095,1779.3225
2021-02-23 01:00:00,CRYPTO:ETHUSD,1779.05,1782.3,1373.49,1578.135
2021-02-24 01:00:00,CRYPTO:ETHUSD,1578.2625,1714.5125,1500.1175,1625.5225
2021-02-25 01:00:00,CRYPTO:ETHUSD,1624.92,1672.42,1457.56,1481.59
2021-02-26 01:00:00,CRYPTO:ETHUSD,1480.7975,1563.175,1400.255,1445.1875
2021-02-27 01:00:00,CRYPTO:ETHUSD,1445.8225,1527.265,1424.7375,1460.1475
2021-02-28 01:00:00,CRYPTO:ETHUSD,1459.26,1469.645,1293.6775,1422.0975
2021-03-01 01:00:00,CRYPTO:ETHUSD,1422.9775,1573.9975,1413.3775,1571.31
2021-03-02 01:00:00,CRYPTO:ETHUSD,1571.6475,1607.9775,1455.84,1488.805
2021-03-03 01:00:00,CRYPTO:ETHUSD,1489.3675,1657.85,1477.77,1567.735
2021-03-04 01:00:00,CRYPTO:ETHUSD,1568.27,1625.2175,1504.89,1538.4875
2021-03-05 01:00:00,CRYPTO:ETHUSD,1540.2475,1549.14,1442.6325,1528.625
2021-03-06 01:00:00,CRYPTO:ETHUSD,1529.3875,1671.66,1513.2975,1651.535
2021-03-07 01:00:00,CRYPTO:ETHUSD,1652.53,1734.945,1631.1875,1727.5
2021-03-08 01:00:00,CRYPTO:ETHUSD,1728.14,1843.1075,1665.0,1834.605
2021-03-09 01:00:00,CRYPTO:ETHUSD,1835.315,1872.1225,1798.95,1871.58
2021-03-10 01:00:00,CRYPTO:ETHUSD,1872.36,1879.2675,1757.445,1794.745
2021-03-11 01:00:00,CRYPTO:ETHUSD,1795.61,1847.6975,1724.96,1826.69
2021-03-12 01:00:00,CRYPTO:ETHUSD,1826.9675,1841.665,1721.7,1767.275
2021-03-13 01:00:00,CRYPTO:ETHUSD,1767.5575,1943.55,1728.31,1920.8225
2021-03-14 01:00:00,CRYPTO:ETHUSD,1921.57,1931.3125,1837.3225,1848.0375
2021-03-15 01:00:00,CRYPTO:ETHUSD,1847.8575,1891.375,1734.3675,1793.605
2021-03-16 01:00:00,CRYPTO:ETHUSD,1794.6975,1819.055,1711.61,1805.98
2021-03-17 01:00:00,CRYPTO:ETHUSD,1806.3425,1840.2925,1742.455,1823.7675
2021-03-18 01:00:00,CRYPTO:ETHUSD,1825.8525,1849.745,1759.14,1776.2425
2021-03-19 01:00:00,CRYPTO:ETHUSD,1776.23,1840.655,1732.965,1810.105
2021-03-20 01:00:00,CRYPTO:ETHUSD,1809.7025,1868.955,1800.7325,1805.4375
2021-03-21 01:00:00,CRYPTO:ETHUSD,1804.78,1817.4475,1747.3,1784.465
2021-03-22 01:00:00,CRYPTO:ETHUSD,1784.31,1807.3225,1656.53,1681.64
2021-03-23 01:00:00,CRYPTO:ETHUSD,1681.715,1721.9975,1651.22,1668.9625
2021-03-24 01:00:00,CRYPTO:ETHUSD,1668.4375,1740.6075,1544.0525,1582.0275
2021-03-25 01:00:00,CRYPTO:ETHUSD,1581.615,1629.265,1549.215,1586.7725
2021-03-26 01:00:00,CRYPTO:ETHUSD,1586.875,1700.71,1586.825,1699.935
